Id,Label,Type,Weight
@cafenofilo,@cafenofilo,Undirected,5
@camara_dorada,@camara_dorada,Undirected,1
@camilanocorre,@camilanocorre,Undirected,1
@camilosokka,@camilosokka,Undirected,1
@caraleo,@caraleo,Undirected,1
@carlitosecheve,@carlitosecheve,Undirected,1
@carlos60285427,@carlos60285427,Undirected,3
@carloscalero977,@carloscalero977,Undirected,5
@carlosh1975,@carlosh1975,Undirected,1
@carloshtorivera,@carloshtorivera,Undirected,1
@caroooooooD,@caroooooooD,Undirected,2
@cesarmh0310,@cesarmh0310,Undirected,1
@chivowallet,@chivowallet,Undirected,4
@ciencuadras,@ciencuadras,Undirected,4
@clau74141,@clau74141,Undirected,1
@claucarma1,@claucarma1,Undirected,1
@claudiamzuleta,@claudiamzuleta,Undirected,1
@claumigor,@claumigor,Undirected,1
@cochita417,@cochita417,Undirected,1
@colombian_ade,@colombian_ade,Undirected,1
@cooservunal,@cooservunal,Undirected,1
@corbeta.com.co,@corbeta.com.co,Undirected,1
@cristalrealm,@cristalrealm,Undirected,1
@crpandemonium,@crpandemonium,Undirected,1
@cz_binance,@cz_binance,Undirected,8
@danielburitica,@danielburitica,Undirected,1
@dannykrd,@dannykrd,Undirected,3
@danytorresang,@danytorresang,Undirected,1
@darcyquinnr,@darcyquinnr,Undirected,1
@davicorredores,@davicorredores,Undirected,8
@davidapelaez,@davidapelaez,Undirected,2
@davidbarguil,@davidbarguil,Undirected,8
@davidfarmenta,@davidfarmenta,Undirected,1
@daviplata,@daviplata,Undirected,4
@davivienda,@davivienda,Undirected,11
@deibyfandino,@deibyfandino,Undirected,1
@del_litoral,@del_litoral,Undirected,2
@delmyeliza1,@delmyeliza1,Undirected,1
@developer_ia,@developer_ia,Undirected,1
@dfdelcastillo,@dfdelcastillo,Undirected,1
@dianamortimer,@dianamortimer,Undirected,1
@dianhagr,@dianhagr,Undirected,2
@diegoruix,@diegoruix,Undirected,2
@digestefan,@digestefan,Undirected,1
@digitalbuzzfab,@digitalbuzzfab,Undirected,1
@dijo,@dijo,Undirected,1
@diosesoler,@diosesoler,Undirected,5
@distimicaa,@distimicaa,Undirected,1
@drcata,@drcata,Undirected,1
@ebliinreyes,@ebliinreyes,Undirected,1
@eddwinzz,@eddwinzz,Undirected,1
@edovago,@edovago,Undirected,1
@eduardcenteno,@eduardcenteno,Undirected,2
@efectomirringo,@efectomirringo,Undirected,1
@elBitcoin,@elBitcoin,Undirected,1
@elgatoyirri,@elgatoyirri,Undirected,1
@elianagomezf,@elianagomezf,Undirected,2
@elikitty_33,@elikitty_33,Undirected,2
@eljulisoquete,@eljulisoquete,Undirected,1
@elkinsu,@elkinsu,Undirected,1
@elprofetara1,@elprofetara1,Undirected,1
@elsanti_mx,@elsanti_mx,Undirected,1
@enterocoliticas,@enterocoliticas,Undirected,1
@epayco,@epayco,Undirected,1
@ernestomaciast,@ernestomaciast,Undirected,1
@esteesmitweet,@esteesmitweet,Undirected,1
@eticketCOL,@eticketCOL,Undirected,2
@ez2000co,@ez2000co,Undirected,2
@faber_acuria,@faber_acuria,Undirected,2
@fabioladuquegon,@fabioladuquegon,Undirected,1
@fainfundacion,@fainfundacion,Undirected,1
@farmaceuticoac1,@farmaceuticoac1,Undirected,1
@fdoatehortua,@fdoatehortua,Undirected,2
@fernandhovilla,@fernandhovilla,Undirected,4
@fervarelahn,@fervarelahn,Undirected,1
@fgalindoh,@fgalindoh,Undirected,1
@framial,@framial,Undirected,1
@gabsojitosverde,@gabsojitosverde,Undirected,1
@gallardoso,@gallardoso,Undirected,1
@gastonvelandia,@gastonvelandia,Undirected,1
@germanayalaosor,@germanayalaosor,Undirected,1
@germanr96438901,@germanr96438901,Undirected,1
@ggutier7,@ggutier7,Undirected,1
@ghitis,@ghitis,Undirected,1
@giz_gmbh,@giz_gmbh,Undirected,1
@gleniiaaa,@gleniiaaa,Undirected,4
@glorianapacheco,@glorianapacheco,Undirected,1
@gnrlmvm,@gnrlmvm,Undirected,1
@godolaxo,@godolaxo,Undirected,1
@gopb15,@gopb15,Undirected,1
@grupoaval,@grupoaval,Undirected,2
@gutierrezluis,@gutierrezluis,Undirected,1
@hallucination_l,@hallucination_l,Undirected,1
@handresploz,@handresploz,Undirected,1
@hardvaylor,@hardvaylor,Undirected,1
@hec10rl,@hec10rl,Undirected,1
@higuitaandres,@higuitaandres,Undirected,1
@hijo_de_nix,@hijo_de_nix,Undirected,1
@holareserve,@holareserve,Undirected,1
@hsaenzm,@hsaenzm,Undirected,4
@humocolorazul,@humocolorazul,Undirected,3
@hyperconectado,@hyperconectado,Undirected,1
@iMadameSoleil,@iMadameSoleil,Undirected,1
@iam_crisfer,@iam_crisfer,Undirected,1
@iguanita1972,@iguanita1972,Undirected,1
@ilich2586,@ilich2586,Undirected,2
@ilusion_mental,@ilusion_mental,Undirected,1
@ingsis_john,@ingsis_john,Undirected,2
@isalopezgiraldo,@isalopezgiraldo,Undirected,2
@isamg6,@isamg6,Undirected,1
@itamaria83,@itamaria83,Undirected,2
@itaucol,@itaucol,Undirected,2
@jackematee,@jackematee,Undirected,1
@jaimegarzon1986,@jaimegarzon1986,Undirected,1
@japuna7,@japuna7,Undirected,3
@jcortes1967,@jcortes1967,Undirected,1
@jdavidm81,@jdavidm81,Undirected,2
@jesica_dlp,@jesica_dlp,Undirected,1
@jesisiri,@jesisiri,Undirected,1
@jesualmar1,@jesualmar1,Undirected,1
@jfgartner007,@jfgartner007,Undirected,1
@jholuyas_72,@jholuyas_72,Undirected,1
@jim244857,@jim244857,Undirected,1
@jkarlosrp,@jkarlosrp,Undirected,1
@joel_andrus,@joel_andrus,Undirected,1
@johangon_19,@johangon_19,Undirected,1
@johngongo,@johngongo,Undirected,1
@johnsonmtb,@johnsonmtb,Undirected,3
@jorgefernando00,@jorgefernando00,Undirected,1
@josecap97,@josecap97,Undirected,1
@josecastillobu,@josecastillobu,Undirected,1
@josefe71,@josefe71,Undirected,2
@joseosome,@joseosome,Undirected,2
@joseriosalcalde,@joseriosalcalde,Undirected,1
@josue_rozo,@josue_rozo,Undirected,1
@jpvillamil8,@jpvillamil8,Undirected,1
@jsanchezcristo,@jsanchezcristo,Undirected,1
@juanadarco1,@juanadarco1,Undirected,5
@juanbedoya73,@juanbedoya73,Undirected,1
@juanduribe61,@juanduribe61,Undirected,1
@juanes,@juanes,Undirected,1
@juano191,@juano191,Undirected,1
@juanskulll,@juanskulll,Undirected,2
@julianac1987,@julianac1987,Undirected,1
@julioorozco29,@julioorozco29,Undirected,3
@juniorduque2012,@juniorduque2012,Undirected,1
@karentralara,@karentralara,Undirected,1
@katiaospino,@katiaospino,Undirected,1
@kfccolombia,@kfccolombia,Undirected,1
@krlosrojas74,@krlosrojas74,Undirected,1
@ktheeBG,@ktheeBG,Undirected,1
@laam1983,@laam1983,Undirected,1
@laaura_gooomez,@laaura_gooomez,Undirected,1
@labduls,@labduls,Undirected,1
@ladelavid,@ladelavid,Undirected,2
@lafm,@lafm,Undirected,2
@lamaizita,@lamaizita,Undirected,1
@larepublica_co,@larepublica_co,Undirected,1
"@larepublica_co,","@larepublica_co,",Undirected,1
@lasillavacia,@lasillavacia,Undirected,1
@laurahuyo,@laurahuyo,Undirected,2
@laurigarzon,@laurigarzon,Undirected,1
@leandro_adame,@leandro_adame,Undirected,1
@lisvanegas07,@lisvanegas07,Undirected,1
@lonch222,@lonch222,Undirected,1
@lopera9021,@lopera9021,Undirected,1
@lopez65,@lopez65,Undirected,1
@lorecastrooo,@lorecastrooo,Undirected,2
@losdanieles,@losdanieles,Undirected,1
@lssshhhhh,@lssshhhhh,Undirected,2
@lucholarrompe,@lucholarrompe,Undirected,4
@luisgcocogomez,@luisgcocogomez,Undirected,1
@luislarahn,@luislarahn,Undirected,1
@luislopezm,@luislopezm,Undirected,1
@lupitaesfeliz,@lupitaesfeliz,Undirected,1
@ma_camiladiaz,@ma_camiladiaz,Undirected,1
@macarinam,@macarinam,Undirected,1
@magallego58,@magallego58,Undirected,1
@maicho1,@maicho1,Undirected,1
@manglero241,@manglero241,Undirected,5
@manuel_civil,@manuel_civil,Undirected,1
@manuelmente,@manuelmente,Undirected,1
@mareacamila,@mareacamila,Undirected,1
@mariaeandrade,@mariaeandrade,Undirected,1
@mariapaolalugo2,@mariapaolalugo2,Undirected,1
@mariobotinat,@mariobotinat,Undirected,1
@marlonfcr96,@marlonfcr96,Undirected,1
@martha_urrego,@martha_urrego,Undirected,1
@melidardila,@melidardila,Undirected,2
@memisfranco,@memisfranco,Undirected,1
@mercadopago,@mercadopago,Undirected,3
@merecumbiandofu,@merecumbiandofu,Undirected,1
@metro,@metro,Undirected,1
@metrodemedellin,@metrodemedellin,Undirected,6
@micovicienta,@micovicienta,Undirected,1
@milivillalobos,@milivillalobos,Undirected,1
@mis,@mis,Undirected,1
@misislatierna,@misislatierna,Undirected,1
@misslesleywolf,@misslesleywolf,Undirected,1
@misterpanbarranquilla,@misterpanbarranquilla,Undirected,3
@mitiatere,@mitiatere,Undirected,1
@mnirgg,@mnirgg,Undirected,1
@monicaphiguera,@monicaphiguera,Undirected,2
@monvelt,@monvelt,Undirected,1
@mquintanillae,@mquintanillae,Undirected,1
@msilvaazul,@msilvaazul,Undirected,1
@musictrendscol,@musictrendscol,Undirected,1
@mymaliciagatuna,@mymaliciagatuna,Undirected,1
@myrdur,@myrdur,Undirected,1
@n_lemus,@n_lemus,Undirected,1
@nacionaloficial,@nacionaloficial,Undirected,1
@nanysfer,@nanysfer,Undirected,1
@navascarola,@navascarola,Undirected,1
@nayibbukele,@nayibbukele,Undirected,2
@nccm__,@nccm__,Undirected,1
@nenarrazola,@nenarrazola,Undirected,2
@nequi,@nequi,Undirected,1
@nixonperezm,@nixonperezm,Undirected,3
@nogriten,@nogriten,Undirected,2
@noriclago,@noriclago,Undirected,2
@noslenshoesk,@noslenshoesk,Undirected,1
@noticia_lopez65,@noticia_lopez65,Undirected,2
@noticiasRCN,@noticiasRCN,Undirected,1
@ntcoral,@ntcoral,Undirected,3
@nubank,@nubank,Undirected,3
@nubia_ti,@nubia_ti,Undirected,1
@nxttxdxyy,@nxttxdxyy,Undirected,1
@oliver_valbuena,@oliver_valbuena,Undirected,1
@oscarvillani,@oscarvillani,Undirected,1
@oscatorex,@oscatorex,Undirected,5
@oskar767,@oskar767,Undirected,1
@osorio1109,@osorio1109,Undirected,1
@pablomoon06,@pablomoon06,Undirected,1
@panajane,@panajane,Undirected,1
@pascuteboy,@pascuteboy,Undirected,1
@paulaenelalma,@paulaenelalma,Undirected,2
@pensil00,@pensil00,Undirected,1
@pepadeguama1,@pepadeguama1,Undirected,1
@pepalf,@pepalf,Undirected,1
@petrogustavo,@petrogustavo,Undirected,10
@piedadcordoba.,@piedadcordoba.,Undirected,1
@pikhq,@pikhq,Undirected,1
@pilarvelasquezv,@pilarvelasquezv,Undirected,1
@plazacentralccb,@plazacentralccb,Undirected,1
@pollomar09,@pollomar09,Undirected,1
@polombiano88,@polombiano88,Undirected,1
@pombo_s,@pombo_s,Undirected,1
@porras_german,@porras_german,Undirected,1
@priradiotv,@priradiotv,Undirected,2
@psic000sis,@psic000sis,Undirected,1
@psycomano97,@psycomano97,Undirected,1
@pukyseshotmail1,@pukyseshotmail1,Undirected,1
@pulzo,@pulzo,Undirected,1
@r_omerita,@r_omerita,Undirected,1
@rafaelMartAng,@rafaelMartAng,Undirected,1
@rafapardop,@rafapardop,Undirected,1
@ragnar3823,@ragnar3823,Undirected,1
@rauldanielmono,@rauldanielmono,Undirected,1
@rcnradio,@rcnradio,Undirected,1
@readloverspcj,@readloverspcj,Undirected,2
@realmalpa4ever,@realmalpa4ever,Undirected,1
@renlopezs,@renlopezs,Undirected,1
@retros_rarezas,@retros_rarezas,Undirected,1
@ricardo_londono,@ricardo_londono,Undirected,1
@ricardocipago,@ricardocipago,Undirected,2
@rigo8524,@rigo8524,Undirected,1
@robertoriverosa,@robertoriverosa,Undirected,1
@rubendgomez78,@rubendgomez78,Undirected,1
@rubiapsicologa,@rubiapsicologa,Undirected,2
"@s,","@s,",Undirected,1
@sabaezd,@sabaezd,Undirected,1
@saltamontes___,@saltamontes___,Undirected,2
@santiguerrerow,@santiguerrerow,Undirected,1
@sarriamo,@sarriamo,Undirected,2
@scotiabank,@scotiabank,Undirected,1
@senorasalvaje,@senorasalvaje,Undirected,2
@sergiogomezf,@sergiogomezf,Undirected,3
@sergiomohamed23,@sergiomohamed23,Undirected,1
@sergior90565208,@sergior90565208,Undirected,1
@serpra72,@serpra72,Undirected,1
@shiiberuuh,@shiiberuuh,Undirected,1
@sicsuper,@sicsuper,Undirected,27
@sinamosindios,@sinamosindios,Undirected,1
@snowqly,@snowqly,Undirected,1
@socialario,@socialario,Undirected,1
@solky54,@solky54,Undirected,1
@somosraya,@somosraya,Undirected,1
@soniajannethba,@soniajannethba,Undirected,1
@sortegarango,@sortegarango,Undirected,1
@ssf.gob.sv,@ssf.gob.sv,Undirected,2
@stanleyoly,@stanleyoly,Undirected,1
@subirath,@subirath,Undirected,1
@superbancosEC,@superbancosEC,Undirected,1
@t18506496,@t18506496,Undirected,1
@tagy_petus,@tagy_petus,Undirected,1
@taltalivan,@taltalivan,Undirected,1
@telefonorojo,@telefonorojo,Undirected,7
@thekingx4ever,@thekingx4ever,Undirected,1
@thevisor2015,@thevisor2015,Undirected,1
@tidespaz,@tidespaz,Undirected,1
@todos_putoos,@todos_putoos,Undirected,1
@tomyko79,@tomyko79,Undirected,1
@totogomez25,@totogomez25,Undirected,4
@tripleCIbarguen,@tripleCIbarguen,Undirected,1
@vanesanchez89,@vanesanchez89,Undirected,1
@velascoluisf,@velascoluisf,Undirected,1
@vivanlasflores,@vivanlasflores,Undirected,1
@vivigarciap,@vivigarciap,Undirected,1
@wZKCwQ4vEN0bFCy,@wZKCwQ4vEN0bFCy,Undirected,1
@w_radio,@w_radio,Undirected,1
@waraujo64,@waraujo64,Undirected,2
@wilfer_sandoval,@wilfer_sandoval,Undirected,1
@wilsonariasc,@wilsonariasc,Undirected,106
@woars1,@woars1,Undirected,1
@ximenaramirezg,@ximenaramirezg,Undirected,1
@yousexonfire,@yousexonfire,Undirected,1
@zildride,@zildride,Undirected,3
@zimonrock,@zimonrock,Undirected,2
@zona_inversion,@zona_inversion,Undirected,1
@zooxantelaa,@zooxantelaa,Undirected,1
