Source,Target,Type,Weight
@johnsonmtb,@asobancaria,undirected,1
@johnsonmtb,@bancorepublica,undirected,3
@johnsonmtb,@daviplata,undirected,4
@johnsonmtb,@davivienda,undirected,2
@johnsonmtb,@sfcsupervisor,undirected,2
@johnsonmtb,@sicsuper,undirected,4
@johnsonmtb,@superservicios,undirected,3
@johnthekidus,@bancodebogota,undirected,1
@johnthekidus,@bancolombia,undirected,1
@johnthekidus,@davivienda,undirected,1
@jokeraton,@davivienda,undirected,2
@jorge_montreal,@davivienda,undirected,2
@jorgefernando00,@davivienda,undirected,1
@jorgefernando00,@karlaarcila,undirected,1
@jorgeizquierdo0,@monyrodriguezof,undirected,1
@josecastillobu,@petrogustavo,undirected,1
@joseleoso,@nequi,undirected,1
@joseosome,@sfcsupervisor,undirected,1
@joseosome,@sicsuper,undirected,1
@josue_rozo,@davivienda,undirected,1
@jovenesaccionco,@daviplata,undirected,2
@jovenesaccionco,@prosperidadcol,undirected,4
@jpvillamil8,@gnrlmvm,undirected,1
@jpvillamil8,@juanpabloisazap,undirected,1
@jpvillamil8,@simonvargasm,undirected,1
@jsanchezcristo,@daviplata,undirected,1
@jsanchezcristo,@davivienda,undirected,1
@jsanchezcristo,@sfcsupervisor,undirected,1
@juanadarco1,@diosesoler,undirected,2
@juanadarco1,@manglero241,undirected,1
@juanbucareli,@davivienda,undirected,2
@juanbucareli,@paulaenelalma,undirected,1
@juandromero,@mandreanieto,undirected,1
@juank1388,@bancolombia,undirected,1
@juank1388,@davivienda,undirected,1
@juanma7725,@alexmesa17,undirected,1
@juano191,@davivienda,undirected,1
@juano191,@sicsuper,undirected,1
@juanpabloisazap,@gnrlmvm,undirected,1
@juanpabloisazap,@simonvargasm,undirected,1
@juanper62225640,@maribelvasquezj,undirected,1
@juanper62225640,@ssfgobsv,undirected,1
@juanserios87,@davivienda,undirected,1
@juanserios87,@sarriamo,undirected,1
@juanserios87,@sfcsupervisor,undirected,1
@julianaramirez6,@bancosaval,undirected,1
@julianaussa3,@daviplata,undirected,1
@julianaussa3,@davivienda,undirected,1
@juliocesarolay8,@cathyjuvinao,undirected,1
@julioorozco29,@corbetacomco,undirected,2
@julioorozco29,@movistarco,undirected,2
@juxndiego,@daviplata,undirected,1
@juxndiego,@nequi,undirected,1
@karenmontaa13,@caracolradio,undirected,1
@karentralara,@metrodemedellin,undirected,1
@karlaarcila,@davivienda,undirected,23
@karlaarcila,@ez2000co,undirected,2
@katiaospino,@banco_avvillas,undirected,1
@katiaospino,@bancobogota,undirected,1
@katiaospino,@bancolombia,undirected,1
@katiaospino,@bbva,undirected,1
@katiaospino,@davivienda,undirected,1
@kfccolombia,@davivienda,undirected,1
@kfccolombia,@sicsuper,undirected,1
@krlosrojas74,@davivienda,undirected,1
@kt_leal,@davivienda,undirected,3
@kt_leal,@sfcsupervisor,undirected,1
@ktheebg,@davivienda,undirected,1
@laaura_gooomez,@davivienda,undirected,1
@ladelavid,@davivienda,undirected,3
@lafm,@davivienda,undirected,1
@lafm,@losdanieles,undirected,1
@lafm,@wilsonariasc,undirected,1
@lahuellasv,@daniagonzalz,undirected,1
@lahuellasv,@williamsorianoh,undirected,1
@lalocuracrece,@millosfcoficial,undirected,1
@langarita2,@zimonrock,undirected,1
@larepublica_co,@daviplata,undirected,2
@lasihuanaba1,@mendezazahar,undirected,1
@lasillavacia,@caracolradio,undirected,1
@lasillavacia,@jcecheverrycol,undirected,2
@lauraggils,@bancolombia,undirected,1
@lauraggils,@davivienda,undirected,6
@leandro_adame,@davivienda,undirected,1
@legobo_,@davivienda,undirected,1
@legobo_,@jerobledo,undirected,1
@leopoldoduartec,@holareserve,undirected,1
@liberen_a_willy,@daviplata,undirected,1
@liberen_a_willy,@davivienda,undirected,1
@ligadirectv,@davidbarguil,undirected,1
@lilodelavega,@davivienda,undirected,1
@lilymontesr,@davivienda,undirected,2
@lizcordoba20,@davivienda,undirected,1
@locorrecto4,@asnasalvaje,undirected,1
@locorrecto4,@davivienda,undirected,1
@lopez65,@davivienda,undirected,1
@lopez65,@noticia_lopez65,undirected,1
@lopez65,@ssf_elsalvador,undirected,1
@lorecastrooo,@daviplata,undirected,2
@lorecastrooo,@davivienda,undirected,1
@losdanieles,@davivienda,undirected,1
@losdanieles,@wilsonariasc,undirected,1
@lucholarrompe,@andrsfelipeca10,undirected,1
@lucholarrompe,@margaritarosadf,undirected,2
@luisfer45684347,@binance,undirected,1
@luisfer45684347,@binancehelpdesk,undirected,1
@luisfer45684347,@edimejia1979,undirected,1
@luisgcocogomez,@asobancaria,undirected,1
@luisgcocogomez,@bancolombia,undirected,1
@luisgcocogomez,@minhacienda,undirected,1
@ma_camiladiaz,@davivienda,undirected,1
@ma_camiladiaz,@partidoverdecol,undirected,1
@ma_camiladiaz,@petrogustavo,undirected,1
@maaa_masala,@berzota,undirected,1
@mabellaranews,@avianca,undirected,2
@mabellaranews,@davivienda,undirected,1
@mabellaranews,@rochajaramillo,undirected,1
@mabellaranews,@triplecibarguen,undirected,1
@magallego58,@davivienda,undirected,1
@magallego58,@wilsonariasc,undirected,1
@manglero241,@diosesoler,undirected,2
@manglero241,@juanadarco1,undirected,2
@manuel_p0rtill0,@chivowallet,undirected,1
@manuel_p0rtill0,@daviescucha,undirected,1
@manuel_p0rtill0,@davivienda,undirected,1
@manuelaechava15,@bancolombia,undirected,1
@manuelaechava15,@davivienda,undirected,1
@marcela_azul,@juanitoduque22,undirected,1
@mareacamila,@bancolombia,undirected,1
@mareacamila,@davivienda,undirected,1
@mareacamila,@nequi,undirected,1
@marianabalague7,@petrogustavo,undirected,1
@marianiniecheve,@actualidadpanam,undirected,1
@marianiniecheve,@akanesita01,undirected,1
@marianiniecheve,@augustoocampo,undirected,5
@marianiniecheve,@betosfernandez,undirected,1
@marianiniecheve,@daviplata,undirected,1
@marianiniecheve,@davivienda,undirected,33
@marianiniecheve,@elikitty_33,undirected,2
@marianiniecheve,@elprofetara1,undirected,1
@marianiniecheve,@epayco,undirected,1
@marianiniecheve,@fiscaliacol,undirected,2
@marianiniecheve,@gastonvelandia,undirected,1
@marianiniecheve,@jokeraton,undirected,1
@marianiniecheve,@lacombariza,undirected,1
@marianiniecheve,@penalosadas,undirected,1
@marianiniecheve,@rubenpinzonhdez,undirected,1
@marianiniecheve,@segurosbolivar,undirected,30
@marianiniecheve,@segurosmundial,undirected,1
@marianiniecheve,@sfcsupervisor,undirected,4
@mariapaolalugo2,@caracolradio,undirected,1
@mariapaolalugo2,@jcecheverrycol,undirected,2
@mariapaolalugo2,@lasillavacia,undirected,1
@maribelvasquezj,@daniagonzalz,undirected,1
@maribelvasquezj,@davivienda,undirected,1
@maribelvasquezj,@ssfgobsv,undirected,1
@martha1257,@davivienda,undirected,1
@martha1257,@wilsonariasc,undirected,1
@martha_urrego,@davivienda,undirected,1
@marucha3847,@davivienda,undirected,1
@marucha3847,@wilsonariasc,undirected,1
@melidardila,@fiscaliacol,undirected,1
@melidardila,@marianiniecheve,undirected,2
@melidardila,@sfcsupervisor,undirected,1
@memobastid,@davivienda,undirected,2
@memobastid,@paoherrerac,undirected,1
@mercadopago,@davivienda,undirected,2
@metro,@davivienda,undirected,1
@metrodemedellin,@davivienda,undirected,1
@metrodemedellin,@karentralara,undirected,1
@metrodemedellin,@metro,undirected,1
@mininterior,@ssociedades,undirected,1
@mininterior,@superbancosec,undirected,1
@misterpanbarranquilla,@daviplata,undirected,1
@misterpanbarranquilla,@davivienda,undirected,1
@mitiatere,@alejand36202857,undirected,1
@monajaneth,@daviplata,undirected,2
@monajaneth,@davivienda,undirected,1
@monicaphiguera,@davivienda,undirected,1
@monicaphiguera,@sfcsupervisor,undirected,1
@monvelt,@mafecarrascal,undirected,1
@monyrodriguezof,@davivienda,undirected,2
@monyrodriguezof,@falabella_co,undirected,1
@monyrodriguezof,@s,undirected,1
@monyrodriguezof,@sicsuper,undirected,1
@moratbanda,@gnrlmvm,undirected,1
@moratbanda,@jpvillamil8,undirected,1
@moratbanda,@juanpabloisazap,undirected,1
@moratbanda,@simonvargasm,undirected,1
@movistarco,@alkosto,undirected,2
@movistarco,@clarocolombia,undirected,2
@movistarco,@claroteayuda,undirected,2
@movistarco,@corbetacomco,undirected,1
@movistarco,@daviplata,undirected,1
@movistarco,@davivienda,undirected,1
@movistarco,@falabella_co,undirected,1
@movistarco,@julioorozco29,undirected,1
@movistarplus,@fiscaliacol,undirected,1
@msilvaazul,@millosfcoficial,undirected,1
@musictrendscol,@bancosaval,undirected,3
@musictrendscol,@eticketcol,undirected,2
@musictrendscol,@tuboletanews,undirected,1
@myrdur,@davivienda,undirected,1
@nacho04a,@davivienda,undirected,1
@nacho04a,@wilsonariasc,undirected,2
@nathygat7,@davivienda,undirected,8
@nathygat7,@wilsonariasc,undirected,6
@nayibbukele,@defensoria_910,undirected,1
@nayibbukele,@waraujo64,undirected,1
@negriet,@davivienda,undirected,3
@nenarrazola,@bancolombia,undirected,1
@nenarrazola,@davivienda,undirected,1
@nennyahn,@davivienda,undirected,1
@nequi,@bancocajasocial,undirected,1
@nequi,@bancodebogota,undirected,1
@nequi,@bancolombia,undirected,1
@nequi,@daviplata,undirected,2
@nequi,@davivienda,undirected,2
@nicodiazgr,@ashima7,undirected,1
@nicodiazgr,@davivienda,undirected,2
@nicolasmaduro,@petrogustavo,undirected,1
@nicolasmaduro,@piedadcordoba,undirected,1
@nicolastovarz,@davivienda,undirected,1
@nogriten,@davivienda,undirected,2
@nogriten,@wilsonariasc,undirected,1
@noriclago,@davivienda,undirected,2
@notengandudaque,@davivienda,undirected,2
@notengandudaque,@fiscaliacol,undirected,1
@notengandudaque,@policiacali,undirected,1
@notengandudaque,@wilsonariasc,undirected,1
@noticia_lopez65,@davivienda,undirected,2
@noticia_lopez65,@ssf_elsalvador,undirected,1
@noticia_lopez65,@ssfgobsv,undirected,1
@noticiascaracol,@caracoltv,undirected,1
@noticiasrcn,@binance,undirected,8
@noticiasrcn,@binancees,undirected,1
@noticiasrcn,@binancehelpdesk,undirected,1
@noticiasrcn,@cz_binance,undirected,3
@noticiasrcn,@davivienda,undirected,9
@noticiasrcn,@digitalbuzzfab,undirected,1
@noticiasrcn,@jcecheverrycol,undirected,1
@noticiasrcn,@noticiascaracoltv,undirected,2
@ntcoral,@davivienda,undirected,1
@nubia_ti,@fornicarias,undirected,1
@oizuluaga,@cedemocratico,undirected,1
@omitar69,@alexillo36,undirected,1
@oscarvillani,@bienes_cali,undirected,1
@oscarvillani,@telepacificotv,undirected,1
@oscatorex,@marianiniecheve,undirected,5
@oscatorex,@sfcsupervisor,undirected,1
@oskar767,@johngongo,undirected,1
@osorious,@davivienda,undirected,1
@osorious,@fiscaliacol,undirected,1
@osorious,@twitter,undirected,1
@pactocol,@roybarreras,undirected,1
@palacios_andres,@bvccolombia,undirected,1
@paoherrerac,@davivienda,undirected,1
@partidoverdecol,@davivienda,undirected,1
@partidoverdecol,@petrogustavo,undirected,1
@paulaenelalma,@davivienda,undirected,2
@paulinabrttz,@itslittlealee,undirected,1
@pereiraypereira,@davivienda,undirected,1
@perenguena,@davivienda,undirected,1
@petrogustavo,@gustavobolivar,undirected,1
@petrogustavo,@palmaedwin,undirected,1
@petrogustavo,@piedadcordoba,undirected,1
@pilarvelasquezv,@nacionaloficial,undirected,1
@pinnktomatte,@daviplata,undirected,1
@pipebecerra1,@davivienda,undirected,1
@pipebecerra1,@telefonorojo,undirected,1
@polombiano88,@daviescucha,undirected,2
@polombiano88,@davivienda,undirected,3
@polombianodbien,@auracardonafans,undirected,1
@pombo_s,@daviplata,undirected,1
@pombo_s,@davivienda,undirected,1
@pombo_s,@sfcsupervisor,undirected,1
@priradiotv,@troya_noticias,undirected,2
@prisaradio,@ricardocipago,undirected,1
@prisaradio,@troya_noticias,undirected,1
@proferickb,@bbva,undirected,1
@proferickb,@scotiacolpatria,undirected,2
@prosperidadcol,@daviplata,undirected,3
@prosperidadcol,@davivienda,undirected,1
@prosperidadcol,@jovenesaccionco,undirected,1
@pukyseshotmail1,@davivienda,undirected,1
@pukyseshotmail1,@wilsonariasc,undirected,1
@r_omerita,@davivienda,undirected,1
@rafapardop,@davivienda,undirected,1
@ramirezclawyer,@bancolombia,undirected,1
@ramirezclawyer,@davivienda,undirected,1
@rappipay,@daviplata,undirected,2
@rappipay,@davivienda,undirected,3
@rappipay,@sfcsupervisor,undirected,1
@rauldanielmono,@davivienda,undirected,2
@readloverspcj,@davivienda,undirected,1
@readloverspcj,@villamilmarlene,undirected,1
@revistasemana,@agaviriau,undirected,1
@revistasemana,@petrogustavo,undirected,1
@ricardo_londono,@bancolombia,undirected,1
@ricardo_londono,@davivienda,undirected,1
@ricardo_londono,@zuletalleras,undirected,1
@ricardobsalinas,@elektramx,undirected,1
@ricardocipago,@priradiotv,undirected,1
@ricardocipago,@troya_noticias,undirected,1
@rochajaramillo,@avianca,undirected,2
@rochajaramillo,@davivienda,undirected,1
@rolariza,@davivienda,undirected,1
@rosamlopeze,@jovenesaccionco,undirected,1
@rosamlopeze,@prosperidadcol,undirected,1
@rozobeto,@davivienda,undirected,1
@ruta_n,@davivienda,undirected,2
@ruta_n,@metro,undirected,1
@ruta_n,@metrodemedellin,undirected,4
@saltamontes___,@davivienda,undirected,2
@saratufanoz,@petrogustavo,undirected,1
@sarriamo,@davivienda,undirected,3
@scotiacolpatria,@bbva,undirected,1
@scotiacolpatria,@bco_occidente,undirected,1
@scotiacolpatria,@davivienda,undirected,1
@sebastian___1,@fgalindoh,undirected,1
@sebastianregino,@davivienda,undirected,1
@segurosbolivar,@actualidadpanam,undirected,1
@segurosbolivar,@daviplata,undirected,1
@segurosbolivar,@davivienda,undirected,40
@segurosbolivar,@epayco,undirected,1
@segurosbolivar,@marianiniecheve,undirected,3
@segurosbolivar,@mbcomunicacion,undirected,1
@segurosbolivar,@priradiotv,undirected,2
@segurosbolivar,@ricardocipago,undirected,1
@segurosbolivar,@segurosmundial,undirected,1
@segurosbolivar,@troya_noticias,undirected,2
@senorasalvaje,@isabelav67,undirected,1
@sergiogomezf,@avianca,undirected,1
@sergior90565208,@davivienda,undirected,1
@sergior90565208,@sfcsupervisor,undirected,1
@serpra72,@extratiempoco,undirected,1
@serpra72,@yamidamatcmi,undirected,1
@sfcsupervisor,@asnasalvaje,undirected,1
@sfcsupervisor,@asobancaria,undirected,1
@sfcsupervisor,@bancolombia,undirected,1
@sfcsupervisor,@bancorepublica,undirected,4
@sfcsupervisor,@bancosaval,undirected,1
@sfcsupervisor,@bbva,undirected,1
@sfcsupervisor,@cgr_colombia,undirected,1
@sfcsupervisor,@davidbarguil,undirected,1
@sfcsupervisor,@daviescucha,undirected,2
@sfcsupervisor,@daviplata,undirected,8
@sfcsupervisor,@davivienda,undirected,18
@sfcsupervisor,@defensoriacol,undirected,1
@sfcsupervisor,@fiscaliacol,undirected,1
@sfcsupervisor,@johnsonmtb,undirected,2
@sfcsupervisor,@joseosome,undirected,1
@sfcsupervisor,@nequi,undirected,1
@sfcsupervisor,@sarriamo,undirected,1
@sfcsupervisor,@sicsuper,undirected,5
@sfcsupervisor,@superservicios,undirected,2
@sharalo85029316,@mafelemus5,undirected,1
@sicsuper,@asobancaria,undirected,2
@sicsuper,@bancorepublica,undirected,7
@sicsuper,@camara_dorada,undirected,1
@sicsuper,@ccladorada,undirected,1
@sicsuper,@colconsumidor,undirected,1
@sicsuper,@daviplata,undirected,14
@sicsuper,@davivienda,undirected,9
@sicsuper,@johnsonmtb,undirected,4
@sicsuper,@joseosome,undirected,1
@sicsuper,@sfcsupervisor,undirected,10
@sicsuper,@superservicios,undirected,4
@sicsuper,@uber_col,undirected,1
@sicsuper,@wilsonariasc,undirected,1
@simonvargasm,@gnrlmvm,undirected,1
@sinamosindios,@asnasalvaje,undirected,1
@sinamosindios,@davivienda,undirected,1
@skater_to_death,@mafelemus5,undirected,2
@social_skin_,@isalopezgiraldo,undirected,1
@social_skin_,@youtube,undirected,1
@socialario,@davivienda,undirected,1
@socialario,@wilsonariasc,undirected,2
@soscomputercali,@davivienda,undirected,1
@soycaste,@carlos60285427,undirected,1
@srt_toloza,@davivienda,undirected,1
@stanleyoly,@caroooooood,undirected,1
@stanleyoly,@davivienda,undirected,1
@subirath,@lineauribista07,undirected,1
@superbancosec,@ssociedades,undirected,1
@superservicios,@asobancaria,undirected,2
@superservicios,@bancorepublica,undirected,9
@superservicios,@daviplata,undirected,9
@superservicios,@davivienda,undirected,3
@superservicios,@johnsonmtb,undirected,3
@superservicios,@sfcsupervisor,undirected,6
@superservicios,@sicsuper,undirected,12
@susanacorreabor,@banco_avvillas,undirected,1
@susanacorreabor,@bancoagrario,undirected,1
@susanacorreabor,@bbva,undirected,1
@susanacorreabor,@bbva_colombia,undirected,1
@susanacorreabor,@daviplata,undirected,1
@susanacorreabor,@davivienda,undirected,2
@tenniscomco,@bancolombia,undirected,1
@tenniscomco,@davivienda,undirected,1
@thekingx4ever,@chris_montz,undirected,1
@tomyko79,@lucholarrompe,undirected,1
@torodearena,@arenaalfa,undirected,1
@troya_noticias,@ricardocipago,undirected,1
@tuboletanews,@bancosaval,undirected,1
@tuboletanews,@eticketcol,undirected,1
@tyra77541491,@demjessenia,undirected,1
@uber_col,@davivienda,undirected,1
@uber_col,@uber_support,undirected,1
@uchlsistemas,@supersalud,undirected,1
@uchlsistemas,@wilsonariasc,undirected,1
@unaloficial,@fiscaliacol,undirected,1
@unaloficial,@lafm,undirected,1
@valenti48370428,@mandreanieto,undirected,1
@velascoluisf,@daviplata,undirected,1
@velascoluisf,@davivienda,undirected,1
@vivanlasflores,@asnasalvaje,undirected,1
@vivibar,@merecumbiandofu,undirected,1
@vmtelsalvador,@defensoria_910,undirected,1
@vmtelsalvador,@nayibbukele,undirected,1
@vmtelsalvador,@waraujo64,undirected,1
@w_radio,@davivienda,undirected,1
@w_radio,@lafm,undirected,1
@w_radio,@losdanieles,undirected,1
@w_radio,@wilsonariasc,undirected,1
@waraujo64,@defensoria_910,undirected,1
@wendys_sv,@davivienda,undirected,1
@whitneymeneses,@davivienda,undirected,1
@whitneymeneses,@tucivica,undirected,1
@wilfer_sandoval,@porras_german,undirected,1
@wilsonariasc,@8389amanda,undirected,1
@wilsonariasc,@aureliobabiloni,undirected,1
@wilsonariasc,@avianca,undirected,1
@wilsonariasc,@bancodebogota,undirected,1
@wilsonariasc,@clonyhd,undirected,1
@wilsonariasc,@daviplata,undirected,1
@wilsonariasc,@davivienda,undirected,102
@wilsonariasc,@germanayalaosor,undirected,1
@wilsonariasc,@gopb15,undirected,1
@wilsonariasc,@heliodoptero,undirected,1
@wilsonariasc,@jokeraton,undirected,1
@wilsonariasc,@leandro_adame,undirected,1
@wilsonariasc,@memobastid,undirected,1
@wilsonariasc,@myrdur,undirected,1
@wilsonariasc,@pactocol,undirected,1
@wilsonariasc,@paoherrerac,undirected,1
@wilsonariasc,@roybarreras,undirected,1
@wilsonariasc,@sfcsupervisor,undirected,2
@wilsonariasc,@soscomputercali,undirected,1
@wilsonariasc,@supersalud,undirected,1
@winsportstv,@asodeporcali,undirected,1
@wintorabc,@davivienda,undirected,1
@woars1,@joel_andrus,undirected,1
@wradiocolombia,@daviplata,undirected,1
@wradiocolombia,@davivienda,undirected,2
@wradiocolombia,@delacallehum,undirected,1
@wzkcwq4ven0bfcy,@bancolombia,undirected,1
@wzkcwq4ven0bfcy,@davivienda,undirected,1
@xiotorrado,@davivienda,undirected,1
@xiotorrado,@gabrielatafur,undirected,1
@yamidamatcmi,@extratiempoco,undirected,1
@yerlymozo,@andreanimalidad,undirected,1
@yerlymozo,@somosraya,undirected,1
@yessidalvarez,@lopera9021,undirected,1
@yousexonfire,@daviplata,undirected,1
@zimonrock,@enterocoliticas,undirected,1
@zooxantelaa,@davivienda,undirected,1
@zuletalleras,@bancolombia,undirected,2
@zuletalleras,@davivienda,undirected,2
